STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
guglielmo.vida@student.com,teacher@test.com,Art,2021/03/11,6.9,S
serena.novelli@student.com,teacher@test.com,Art,2021/03/11,6.1,S
sofia.petronio@student.com,teacher@test.com,Art,2021/03/11,9.6,S
pippo.tence@student.com,teacher@test.com,Art,2021/03/11,6.9,S
gino.driol@student.com,teacher@test.com,Art,2021/03/11,5.0,S
giulio.nemesi@student.com,teacher@test.com,Art,2021/03/11,4.7,S
mario.vida@student.com,teacher@test.com,Art,2021/03/11,4.3,S
fabio.driol@student.com,teacher@test.com,Art,2021/03/11,7.6,S
giovanna.novelli@student.com,teacher@test.com,Art,2021/03/11,5.0,S
silvia.verdi@student.com,teacher@test.com,Art,2021/03/11,4.6,S
guglielmo.vida@student.com,teacher@test.com,Art,2020/12/22,5.5,N
serena.novelli@student.com,teacher@test.com,Art,2020/12/22,5.6,N
sofia.petronio@student.com,teacher@test.com,Art,2020/12/22,4.4,N
pippo.tence@student.com,teacher@test.com,Art,2020/12/22,7.1,N
gino.driol@student.com,teacher@test.com,Art,2020/12/22,6.2,N
giulio.nemesi@student.com,teacher@test.com,Art,2020/12/22,6.1,N
mario.vida@student.com,teacher@test.com,Art,2020/12/22,4.2,N
fabio.driol@student.com,teacher@test.com,Art,2020/12/22,9.0,N
giovanna.novelli@student.com,teacher@test.com,Art,2020/12/22,8.6,N
silvia.verdi@student.com,teacher@test.com,Art,2020/12/22,8.8,N
guglielmo.vida@student.com,teacher@test.com,Art,2021/03/15,7.7,S
serena.novelli@student.com,teacher@test.com,Art,2021/03/15,8.2,S
sofia.petronio@student.com,teacher@test.com,Art,2021/03/15,7.1,S
pippo.tence@student.com,teacher@test.com,Art,2021/03/15,5.4,S
gino.driol@student.com,teacher@test.com,Art,2021/03/15,8.5,S
giulio.nemesi@student.com,teacher@test.com,Art,2021/03/15,7.5,S
mario.vida@student.com,teacher@test.com,Art,2021/03/15,9.4,S
fabio.driol@student.com,teacher@test.com,Art,2021/03/15,6.2,S
giovanna.novelli@student.com,teacher@test.com,Art,2021/03/15,4.9,S
silvia.verdi@student.com,teacher@test.com,Art,2021/03/15,8.9,S
guglielmo.vida@student.com,teacher@test.com,Art,2021/05/30,4.4,N
serena.novelli@student.com,teacher@test.com,Art,2021/05/30,7.1,N
sofia.petronio@student.com,teacher@test.com,Art,2021/05/30,6.0,N
pippo.tence@student.com,teacher@test.com,Art,2021/05/30,5.9,N
gino.driol@student.com,teacher@test.com,Art,2021/05/30,9.9,N
giulio.nemesi@student.com,teacher@test.com,Art,2021/05/30,5.8,N
mario.vida@student.com,teacher@test.com,Art,2021/05/30,5.4,N
fabio.driol@student.com,teacher@test.com,Art,2021/05/30,4.0,N
giovanna.novelli@student.com,teacher@test.com,Art,2021/05/30,8.7,N
silvia.verdi@student.com,teacher@test.com,Art,2021/05/30,6.0,N
