STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
andrea.gallizia@student.com,teacher@test.com,Math,2021/02/02,4.2,S
davide.caenazzo@student.com,teacher@test.com,Math,2021/02/02,4.4,S
ludovico.zuccato@student.com,teacher@test.com,Math,2021/02/02,8.9,S
pippo.panozzo@student.com,teacher@test.com,Math,2021/02/02,9.6,S
fabiana.nkrtov@student.com,teacher@test.com,Math,2021/02/02,6.3,S
guglielmo.franzoni@student.com,teacher@test.com,Math,2021/02/02,6.1,S
mario.dieselgaypeck@student.com,teacher@test.com,Math,2021/02/02,7.2,S
sofia.gallizia@student.com,teacher@test.com,Math,2021/02/02,4.6,S
guglielmo.driol@student.com,teacher@test.com,Math,2021/02/02,9.0,S
lorenzo.nemesi@student.com,teacher@test.com,Math,2021/02/02,5.3,S
andrea.gallizia@student.com,teacher@test.com,Math,2020/10/20,5.8,N
davide.caenazzo@student.com,teacher@test.com,Math,2020/10/20,9.1,N
ludovico.zuccato@student.com,teacher@test.com,Math,2020/10/20,4.2,N
pippo.panozzo@student.com,teacher@test.com,Math,2020/10/20,4.4,N
fabiana.nkrtov@student.com,teacher@test.com,Math,2020/10/20,5.1,N
guglielmo.franzoni@student.com,teacher@test.com,Math,2020/10/20,7.5,N
mario.dieselgaypeck@student.com,teacher@test.com,Math,2020/10/20,6.9,N
sofia.gallizia@student.com,teacher@test.com,Math,2020/10/20,8.2,N
guglielmo.driol@student.com,teacher@test.com,Math,2020/10/20,9.3,N
lorenzo.nemesi@student.com,teacher@test.com,Math,2020/10/20,6.2,N
andrea.gallizia@student.com,teacher@test.com,Math,2020/12/04,5.6,S
davide.caenazzo@student.com,teacher@test.com,Math,2020/12/04,4.8,S
ludovico.zuccato@student.com,teacher@test.com,Math,2020/12/04,6.3,S
pippo.panozzo@student.com,teacher@test.com,Math,2020/12/04,6.3,S
fabiana.nkrtov@student.com,teacher@test.com,Math,2020/12/04,4.8,S
guglielmo.franzoni@student.com,teacher@test.com,Math,2020/12/04,7.5,S
mario.dieselgaypeck@student.com,teacher@test.com,Math,2020/12/04,8.7,S
sofia.gallizia@student.com,teacher@test.com,Math,2020/12/04,7.1,S
guglielmo.driol@student.com,teacher@test.com,Math,2020/12/04,5.6,S
lorenzo.nemesi@student.com,teacher@test.com,Math,2020/12/04,6.2,S
andrea.gallizia@student.com,teacher@test.com,Math,2020/10/29,6.2,N
davide.caenazzo@student.com,teacher@test.com,Math,2020/10/29,6.0,N
ludovico.zuccato@student.com,teacher@test.com,Math,2020/10/29,5.0,N
pippo.panozzo@student.com,teacher@test.com,Math,2020/10/29,9.5,N
fabiana.nkrtov@student.com,teacher@test.com,Math,2020/10/29,5.2,N
guglielmo.franzoni@student.com,teacher@test.com,Math,2020/10/29,6.6,N
mario.dieselgaypeck@student.com,teacher@test.com,Math,2020/10/29,6.0,N
sofia.gallizia@student.com,teacher@test.com,Math,2020/10/29,5.1,N
guglielmo.driol@student.com,teacher@test.com,Math,2020/10/29,6.4,N
lorenzo.nemesi@student.com,teacher@test.com,Math,2020/10/29,9.5,N
