STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
andrea.gallizia@student.com,teacher@test.com,Art,2021/06/21,8.7,S
davide.caenazzo@student.com,teacher@test.com,Art,2021/06/21,8.7,S
ludovico.zuccato@student.com,teacher@test.com,Art,2021/06/21,6.8,S
pippo.panozzo@student.com,teacher@test.com,Art,2021/06/21,9.4,S
fabiana.nkrtov@student.com,teacher@test.com,Art,2021/06/21,8.9,S
guglielmo.franzoni@student.com,teacher@test.com,Art,2021/06/21,7.7,S
mario.dieselgaypeck@student.com,teacher@test.com,Art,2021/06/21,9.8,S
sofia.gallizia@student.com,teacher@test.com,Art,2021/06/21,9.6,S
guglielmo.driol@student.com,teacher@test.com,Art,2021/06/21,4.3,S
lorenzo.nemesi@student.com,teacher@test.com,Art,2021/06/21,6.6,S
andrea.gallizia@student.com,teacher@test.com,Art,2021/05/17,9.2,N
davide.caenazzo@student.com,teacher@test.com,Art,2021/05/17,8.7,N
ludovico.zuccato@student.com,teacher@test.com,Art,2021/05/17,9.6,N
pippo.panozzo@student.com,teacher@test.com,Art,2021/05/17,7.8,N
fabiana.nkrtov@student.com,teacher@test.com,Art,2021/05/17,5.0,N
guglielmo.franzoni@student.com,teacher@test.com,Art,2021/05/17,7.5,N
mario.dieselgaypeck@student.com,teacher@test.com,Art,2021/05/17,4.1,N
sofia.gallizia@student.com,teacher@test.com,Art,2021/05/17,5.2,N
guglielmo.driol@student.com,teacher@test.com,Art,2021/05/17,6.5,N
lorenzo.nemesi@student.com,teacher@test.com,Art,2021/05/17,8.6,N
andrea.gallizia@student.com,teacher@test.com,Art,2020/11/24,7.9,S
davide.caenazzo@student.com,teacher@test.com,Art,2020/11/24,6.4,S
ludovico.zuccato@student.com,teacher@test.com,Art,2020/11/24,4.0,S
pippo.panozzo@student.com,teacher@test.com,Art,2020/11/24,9.6,S
fabiana.nkrtov@student.com,teacher@test.com,Art,2020/11/24,7.8,S
guglielmo.franzoni@student.com,teacher@test.com,Art,2020/11/24,7.2,S
mario.dieselgaypeck@student.com,teacher@test.com,Art,2020/11/24,5.3,S
sofia.gallizia@student.com,teacher@test.com,Art,2020/11/24,4.1,S
guglielmo.driol@student.com,teacher@test.com,Art,2020/11/24,8.5,S
lorenzo.nemesi@student.com,teacher@test.com,Art,2020/11/24,8.0,S
andrea.gallizia@student.com,teacher@test.com,Art,2021/06/25,4.2,N
davide.caenazzo@student.com,teacher@test.com,Art,2021/06/25,8.7,N
ludovico.zuccato@student.com,teacher@test.com,Art,2021/06/25,7.7,N
pippo.panozzo@student.com,teacher@test.com,Art,2021/06/25,8.8,N
fabiana.nkrtov@student.com,teacher@test.com,Art,2021/06/25,6.2,N
guglielmo.franzoni@student.com,teacher@test.com,Art,2021/06/25,7.5,N
mario.dieselgaypeck@student.com,teacher@test.com,Art,2021/06/25,8.5,N
sofia.gallizia@student.com,teacher@test.com,Art,2021/06/25,6.2,N
guglielmo.driol@student.com,teacher@test.com,Art,2021/06/25,9.6,N
lorenzo.nemesi@student.com,teacher@test.com,Art,2021/06/25,6.3,N
