STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
serena.bravin@student.com,teacher@test.com,Math,2021/05/29,6.8,S
riccardo.pacco@student.com,teacher@test.com,Math,2021/05/29,7.8,S
andrea.panozzo@student.com,teacher@test.com,Math,2021/05/29,7.2,S
silvia.falanga@student.com,teacher@test.com,Math,2021/05/29,8.3,S
giovanna.petronio@student.com,teacher@test.com,Math,2021/05/29,6.3,S
lorenzo.bianchi@student.com,teacher@test.com,Math,2021/05/29,4.2,S
fabiana.nemesi@student.com,teacher@test.com,Math,2021/05/29,6.2,S
ludovico.bianchi@student.com,teacher@test.com,Math,2021/05/29,7.6,S
giovanna.panozzo@student.com,teacher@test.com,Math,2021/05/29,4.9,S
maurizio.dalvador@student.com,teacher@test.com,Math,2021/05/29,7.7,S
serena.bravin@student.com,teacher@test.com,Math,2020/12/03,8.0,N
riccardo.pacco@student.com,teacher@test.com,Math,2020/12/03,5.4,N
andrea.panozzo@student.com,teacher@test.com,Math,2020/12/03,7.7,N
silvia.falanga@student.com,teacher@test.com,Math,2020/12/03,7.1,N
giovanna.petronio@student.com,teacher@test.com,Math,2020/12/03,6.4,N
lorenzo.bianchi@student.com,teacher@test.com,Math,2020/12/03,7.7,N
fabiana.nemesi@student.com,teacher@test.com,Math,2020/12/03,6.1,N
ludovico.bianchi@student.com,teacher@test.com,Math,2020/12/03,8.4,N
giovanna.panozzo@student.com,teacher@test.com,Math,2020/12/03,9.2,N
maurizio.dalvador@student.com,teacher@test.com,Math,2020/12/03,5.7,N
serena.bravin@student.com,teacher@test.com,Math,2021/06/06,4.8,S
riccardo.pacco@student.com,teacher@test.com,Math,2021/06/06,4.5,S
andrea.panozzo@student.com,teacher@test.com,Math,2021/06/06,4.1,S
silvia.falanga@student.com,teacher@test.com,Math,2021/06/06,5.6,S
giovanna.petronio@student.com,teacher@test.com,Math,2021/06/06,5.1,S
lorenzo.bianchi@student.com,teacher@test.com,Math,2021/06/06,9.1,S
fabiana.nemesi@student.com,teacher@test.com,Math,2021/06/06,9.8,S
ludovico.bianchi@student.com,teacher@test.com,Math,2021/06/06,7.7,S
giovanna.panozzo@student.com,teacher@test.com,Math,2021/06/06,6.9,S
maurizio.dalvador@student.com,teacher@test.com,Math,2021/06/06,4.2,S
serena.bravin@student.com,teacher@test.com,Math,2020/10/28,6.5,N
riccardo.pacco@student.com,teacher@test.com,Math,2020/10/28,9.8,N
andrea.panozzo@student.com,teacher@test.com,Math,2020/10/28,4.9,N
silvia.falanga@student.com,teacher@test.com,Math,2020/10/28,9.4,N
giovanna.petronio@student.com,teacher@test.com,Math,2020/10/28,5.6,N
lorenzo.bianchi@student.com,teacher@test.com,Math,2020/10/28,5.3,N
fabiana.nemesi@student.com,teacher@test.com,Math,2020/10/28,9.0,N
ludovico.bianchi@student.com,teacher@test.com,Math,2020/10/28,8.2,N
giovanna.panozzo@student.com,teacher@test.com,Math,2020/10/28,8.6,N
maurizio.dalvador@student.com,teacher@test.com,Math,2020/10/28,9.0,N
