STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
maurizio.degrassi@student.com,teacher@test.com,Art,2021/01/04,9.3,S
guglielmo.peric@student.com,teacher@test.com,Art,2021/01/04,6.8,S
giulia.bianchi@student.com,teacher@test.com,Art,2021/01/04,6.4,S
massimo.ronchiato@student.com,teacher@test.com,Art,2021/01/04,4.0,S
davide.driol@student.com,teacher@test.com,Art,2021/01/04,7.3,S
michela.novelli@student.com,teacher@test.com,Art,2021/01/04,4.6,S
graziella.novelli@student.com,teacher@test.com,Art,2021/01/04,5.7,S
riccardo.vida@student.com,teacher@test.com,Art,2021/01/04,8.5,S
davide.bianchi@student.com,teacher@test.com,Art,2021/01/04,7.0,S
andrea.bianchi@student.com,teacher@test.com,Art,2021/01/04,4.0,S
maurizio.degrassi@student.com,teacher@test.com,Art,2020/10/04,9.8,N
guglielmo.peric@student.com,teacher@test.com,Art,2020/10/04,9.7,N
giulia.bianchi@student.com,teacher@test.com,Art,2020/10/04,5.2,N
massimo.ronchiato@student.com,teacher@test.com,Art,2020/10/04,9.2,N
davide.driol@student.com,teacher@test.com,Art,2020/10/04,7.7,N
michela.novelli@student.com,teacher@test.com,Art,2020/10/04,4.6,N
graziella.novelli@student.com,teacher@test.com,Art,2020/10/04,5.6,N
riccardo.vida@student.com,teacher@test.com,Art,2020/10/04,5.3,N
davide.bianchi@student.com,teacher@test.com,Art,2020/10/04,8.7,N
andrea.bianchi@student.com,teacher@test.com,Art,2020/10/04,8.8,N
maurizio.degrassi@student.com,teacher@test.com,Art,2020/11/05,8.2,S
guglielmo.peric@student.com,teacher@test.com,Art,2020/11/05,7.6,S
giulia.bianchi@student.com,teacher@test.com,Art,2020/11/05,9.3,S
massimo.ronchiato@student.com,teacher@test.com,Art,2020/11/05,4.1,S
davide.driol@student.com,teacher@test.com,Art,2020/11/05,7.0,S
michela.novelli@student.com,teacher@test.com,Art,2020/11/05,4.7,S
graziella.novelli@student.com,teacher@test.com,Art,2020/11/05,6.4,S
riccardo.vida@student.com,teacher@test.com,Art,2020/11/05,9.6,S
davide.bianchi@student.com,teacher@test.com,Art,2020/11/05,7.4,S
andrea.bianchi@student.com,teacher@test.com,Art,2020/11/05,7.3,S
maurizio.degrassi@student.com,teacher@test.com,Art,2021/03/04,6.1,N
guglielmo.peric@student.com,teacher@test.com,Art,2021/03/04,9.3,N
giulia.bianchi@student.com,teacher@test.com,Art,2021/03/04,9.6,N
massimo.ronchiato@student.com,teacher@test.com,Art,2021/03/04,9.9,N
davide.driol@student.com,teacher@test.com,Art,2021/03/04,7.5,N
michela.novelli@student.com,teacher@test.com,Art,2021/03/04,9.2,N
graziella.novelli@student.com,teacher@test.com,Art,2021/03/04,7.4,N
riccardo.vida@student.com,teacher@test.com,Art,2021/03/04,4.1,N
davide.bianchi@student.com,teacher@test.com,Art,2021/03/04,4.5,N
andrea.bianchi@student.com,teacher@test.com,Art,2021/03/04,9.6,N
