STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
elisa.bravin@student.com,teacher@test.com,Math,2021/01/16,9.9,S
daniele.falanga@student.com,teacher@test.com,Math,2021/01/16,7.5,S
giovanna.komauli@student.com,teacher@test.com,Math,2021/01/16,7.8,S
luisa.bravin@student.com,teacher@test.com,Math,2021/01/16,9.3,S
giulio.rossi@student.com,teacher@test.com,Math,2021/01/16,9.5,S
sofia.nkrtov@student.com,teacher@test.com,Math,2021/01/16,5.7,S
mario.gustin@student.com,teacher@test.com,Math,2021/01/16,7.7,S
giovanna.pacco@student.com,teacher@test.com,Math,2021/01/16,4.9,S
diego.pacco@student.com,teacher@test.com,Math,2021/01/16,8.2,S
pippo.caenazzo@student.com,teacher@test.com,Math,2021/01/16,9.1,S
elisa.bravin@student.com,teacher@test.com,Math,2021/05/05,9.9,N
daniele.falanga@student.com,teacher@test.com,Math,2021/05/05,9.6,N
giovanna.komauli@student.com,teacher@test.com,Math,2021/05/05,8.2,N
luisa.bravin@student.com,teacher@test.com,Math,2021/05/05,9.4,N
giulio.rossi@student.com,teacher@test.com,Math,2021/05/05,6.7,N
sofia.nkrtov@student.com,teacher@test.com,Math,2021/05/05,7.1,N
mario.gustin@student.com,teacher@test.com,Math,2021/05/05,8.1,N
giovanna.pacco@student.com,teacher@test.com,Math,2021/05/05,7.5,N
diego.pacco@student.com,teacher@test.com,Math,2021/05/05,9.9,N
pippo.caenazzo@student.com,teacher@test.com,Math,2021/05/05,5.3,N
elisa.bravin@student.com,teacher@test.com,Math,2021/02/19,8.9,S
daniele.falanga@student.com,teacher@test.com,Math,2021/02/19,9.1,S
giovanna.komauli@student.com,teacher@test.com,Math,2021/02/19,4.1,S
luisa.bravin@student.com,teacher@test.com,Math,2021/02/19,4.6,S
giulio.rossi@student.com,teacher@test.com,Math,2021/02/19,8.1,S
sofia.nkrtov@student.com,teacher@test.com,Math,2021/02/19,6.5,S
mario.gustin@student.com,teacher@test.com,Math,2021/02/19,8.9,S
giovanna.pacco@student.com,teacher@test.com,Math,2021/02/19,9.3,S
diego.pacco@student.com,teacher@test.com,Math,2021/02/19,6.0,S
pippo.caenazzo@student.com,teacher@test.com,Math,2021/02/19,4.9,S
elisa.bravin@student.com,teacher@test.com,Math,2020/12/18,5.5,N
daniele.falanga@student.com,teacher@test.com,Math,2020/12/18,5.3,N
giovanna.komauli@student.com,teacher@test.com,Math,2020/12/18,9.7,N
luisa.bravin@student.com,teacher@test.com,Math,2020/12/18,8.8,N
giulio.rossi@student.com,teacher@test.com,Math,2020/12/18,4.1,N
sofia.nkrtov@student.com,teacher@test.com,Math,2020/12/18,4.5,N
mario.gustin@student.com,teacher@test.com,Math,2020/12/18,6.8,N
giovanna.pacco@student.com,teacher@test.com,Math,2020/12/18,5.8,N
diego.pacco@student.com,teacher@test.com,Math,2020/12/18,7.2,N
pippo.caenazzo@student.com,teacher@test.com,Math,2020/12/18,9.6,N
