STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
fabio.dieselgaypeck@student.com,teacher@test.com,Math,2021/06/06,9.2,S
michele.gustin@student.com,teacher@test.com,Math,2021/06/06,7.9,S
ludovico.nemesi@student.com,teacher@test.com,Math,2021/06/06,9.4,S
luca.komauli@student.com,teacher@test.com,Math,2021/06/06,6.3,S
graziella.falanga@student.com,teacher@test.com,Math,2021/06/06,9.4,S
graziella.panozzo@student.com,teacher@test.com,Math,2021/06/06,5.9,S
ludovico.furlan@student.com,teacher@test.com,Math,2021/06/06,7.3,S
serena.dalvador@student.com,teacher@test.com,Math,2021/06/06,6.3,S
riccardo.cesari@student.com,teacher@test.com,Math,2021/06/06,5.4,S
davide.bencina@student.com,teacher@test.com,Math,2021/06/06,5.3,S
fabio.dieselgaypeck@student.com,teacher@test.com,Math,2021/03/29,6.1,N
michele.gustin@student.com,teacher@test.com,Math,2021/03/29,9.0,N
ludovico.nemesi@student.com,teacher@test.com,Math,2021/03/29,8.2,N
luca.komauli@student.com,teacher@test.com,Math,2021/03/29,4.1,N
graziella.falanga@student.com,teacher@test.com,Math,2021/03/29,7.3,N
graziella.panozzo@student.com,teacher@test.com,Math,2021/03/29,8.1,N
ludovico.furlan@student.com,teacher@test.com,Math,2021/03/29,9.2,N
serena.dalvador@student.com,teacher@test.com,Math,2021/03/29,4.9,N
riccardo.cesari@student.com,teacher@test.com,Math,2021/03/29,5.7,N
davide.bencina@student.com,teacher@test.com,Math,2021/03/29,4.5,N
fabio.dieselgaypeck@student.com,teacher@test.com,Math,2021/01/07,9.0,S
michele.gustin@student.com,teacher@test.com,Math,2021/01/07,9.0,S
ludovico.nemesi@student.com,teacher@test.com,Math,2021/01/07,5.4,S
luca.komauli@student.com,teacher@test.com,Math,2021/01/07,9.2,S
graziella.falanga@student.com,teacher@test.com,Math,2021/01/07,4.5,S
graziella.panozzo@student.com,teacher@test.com,Math,2021/01/07,7.0,S
ludovico.furlan@student.com,teacher@test.com,Math,2021/01/07,9.6,S
serena.dalvador@student.com,teacher@test.com,Math,2021/01/07,6.6,S
riccardo.cesari@student.com,teacher@test.com,Math,2021/01/07,9.4,S
davide.bencina@student.com,teacher@test.com,Math,2021/01/07,7.3,S
fabio.dieselgaypeck@student.com,teacher@test.com,Math,2021/04/26,6.3,N
michele.gustin@student.com,teacher@test.com,Math,2021/04/26,7.2,N
ludovico.nemesi@student.com,teacher@test.com,Math,2021/04/26,8.5,N
luca.komauli@student.com,teacher@test.com,Math,2021/04/26,7.2,N
graziella.falanga@student.com,teacher@test.com,Math,2021/04/26,9.7,N
graziella.panozzo@student.com,teacher@test.com,Math,2021/04/26,4.9,N
ludovico.furlan@student.com,teacher@test.com,Math,2021/04/26,9.7,N
serena.dalvador@student.com,teacher@test.com,Math,2021/04/26,6.5,N
riccardo.cesari@student.com,teacher@test.com,Math,2021/04/26,7.6,N
davide.bencina@student.com,teacher@test.com,Math,2021/04/26,6.5,N
