STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
fabio.dieselgaypeck@student.com,teacher@test.com,IT,2021/02/22,5.4,S
michele.gustin@student.com,teacher@test.com,IT,2021/02/22,4.8,S
ludovico.nemesi@student.com,teacher@test.com,IT,2021/02/22,9.3,S
luca.komauli@student.com,teacher@test.com,IT,2021/02/22,5.5,S
graziella.falanga@student.com,teacher@test.com,IT,2021/02/22,4.0,S
graziella.panozzo@student.com,teacher@test.com,IT,2021/02/22,9.7,S
ludovico.furlan@student.com,teacher@test.com,IT,2021/02/22,8.5,S
serena.dalvador@student.com,teacher@test.com,IT,2021/02/22,5.2,S
riccardo.cesari@student.com,teacher@test.com,IT,2021/02/22,6.6,S
davide.bencina@student.com,teacher@test.com,IT,2021/02/22,5.1,S
fabio.dieselgaypeck@student.com,teacher@test.com,IT,2021/02/14,7.7,N
michele.gustin@student.com,teacher@test.com,IT,2021/02/14,9.0,N
ludovico.nemesi@student.com,teacher@test.com,IT,2021/02/14,6.3,N
luca.komauli@student.com,teacher@test.com,IT,2021/02/14,5.2,N
graziella.falanga@student.com,teacher@test.com,IT,2021/02/14,6.0,N
graziella.panozzo@student.com,teacher@test.com,IT,2021/02/14,4.3,N
ludovico.furlan@student.com,teacher@test.com,IT,2021/02/14,6.2,N
serena.dalvador@student.com,teacher@test.com,IT,2021/02/14,7.5,N
riccardo.cesari@student.com,teacher@test.com,IT,2021/02/14,9.0,N
davide.bencina@student.com,teacher@test.com,IT,2021/02/14,7.2,N
fabio.dieselgaypeck@student.com,teacher@test.com,IT,2020/11/15,4.3,S
michele.gustin@student.com,teacher@test.com,IT,2020/11/15,7.6,S
ludovico.nemesi@student.com,teacher@test.com,IT,2020/11/15,4.9,S
luca.komauli@student.com,teacher@test.com,IT,2020/11/15,6.4,S
graziella.falanga@student.com,teacher@test.com,IT,2020/11/15,8.0,S
graziella.panozzo@student.com,teacher@test.com,IT,2020/11/15,4.2,S
ludovico.furlan@student.com,teacher@test.com,IT,2020/11/15,7.8,S
serena.dalvador@student.com,teacher@test.com,IT,2020/11/15,7.3,S
riccardo.cesari@student.com,teacher@test.com,IT,2020/11/15,4.1,S
davide.bencina@student.com,teacher@test.com,IT,2020/11/15,10.0,S
fabio.dieselgaypeck@student.com,teacher@test.com,IT,2021/01/18,4.1,N
michele.gustin@student.com,teacher@test.com,IT,2021/01/18,7.7,N
ludovico.nemesi@student.com,teacher@test.com,IT,2021/01/18,5.7,N
luca.komauli@student.com,teacher@test.com,IT,2021/01/18,9.6,N
graziella.falanga@student.com,teacher@test.com,IT,2021/01/18,8.8,N
graziella.panozzo@student.com,teacher@test.com,IT,2021/01/18,5.8,N
ludovico.furlan@student.com,teacher@test.com,IT,2021/01/18,8.7,N
serena.dalvador@student.com,teacher@test.com,IT,2021/01/18,4.6,N
riccardo.cesari@student.com,teacher@test.com,IT,2021/01/18,9.7,N
davide.bencina@student.com,teacher@test.com,IT,2021/01/18,9.2,N
