STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
giulio.dissegna@student.com,teacher@test.com,IT,2021/04/11,4.7,S
gino.bianchi@student.com,teacher@test.com,IT,2021/04/11,7.0,S
daniele.bencina@student.com,teacher@test.com,IT,2021/04/11,8.1,S
zambio.dieselgaypeck@student.com,teacher@test.com,IT,2021/04/11,7.9,S
ludovico.cesari@student.com,teacher@test.com,IT,2021/04/11,8.1,S
michele.vida@student.com,teacher@test.com,IT,2021/04/11,9.5,S
michele.verdi@student.com,teacher@test.com,IT,2021/04/11,8.4,S
gino.banovaz@student.com,teacher@test.com,IT,2021/04/11,9.4,S
ludovico.pacco@student.com,teacher@test.com,IT,2021/04/11,4.3,S
lorenzo.bencina@student.com,teacher@test.com,IT,2021/04/11,7.2,S
giulio.dissegna@student.com,teacher@test.com,IT,2021/02/25,5.7,N
gino.bianchi@student.com,teacher@test.com,IT,2021/02/25,8.9,N
daniele.bencina@student.com,teacher@test.com,IT,2021/02/25,8.3,N
zambio.dieselgaypeck@student.com,teacher@test.com,IT,2021/02/25,4.3,N
ludovico.cesari@student.com,teacher@test.com,IT,2021/02/25,7.4,N
michele.vida@student.com,teacher@test.com,IT,2021/02/25,8.4,N
michele.verdi@student.com,teacher@test.com,IT,2021/02/25,6.6,N
gino.banovaz@student.com,teacher@test.com,IT,2021/02/25,5.3,N
ludovico.pacco@student.com,teacher@test.com,IT,2021/02/25,7.9,N
lorenzo.bencina@student.com,teacher@test.com,IT,2021/02/25,4.6,N
giulio.dissegna@student.com,teacher@test.com,IT,2020/11/20,4.3,S
gino.bianchi@student.com,teacher@test.com,IT,2020/11/20,7.3,S
daniele.bencina@student.com,teacher@test.com,IT,2020/11/20,5.1,S
zambio.dieselgaypeck@student.com,teacher@test.com,IT,2020/11/20,5.0,S
ludovico.cesari@student.com,teacher@test.com,IT,2020/11/20,6.7,S
michele.vida@student.com,teacher@test.com,IT,2020/11/20,5.8,S
michele.verdi@student.com,teacher@test.com,IT,2020/11/20,7.1,S
gino.banovaz@student.com,teacher@test.com,IT,2020/11/20,6.7,S
ludovico.pacco@student.com,teacher@test.com,IT,2020/11/20,9.3,S
lorenzo.bencina@student.com,teacher@test.com,IT,2020/11/20,9.5,S
giulio.dissegna@student.com,teacher@test.com,IT,2021/03/11,4.3,N
gino.bianchi@student.com,teacher@test.com,IT,2021/03/11,6.8,N
daniele.bencina@student.com,teacher@test.com,IT,2021/03/11,9.2,N
zambio.dieselgaypeck@student.com,teacher@test.com,IT,2021/03/11,7.6,N
ludovico.cesari@student.com,teacher@test.com,IT,2021/03/11,6.1,N
michele.vida@student.com,teacher@test.com,IT,2021/03/11,7.2,N
michele.verdi@student.com,teacher@test.com,IT,2021/03/11,5.1,N
gino.banovaz@student.com,teacher@test.com,IT,2021/03/11,9.3,N
ludovico.pacco@student.com,teacher@test.com,IT,2021/03/11,8.9,N
lorenzo.bencina@student.com,teacher@test.com,IT,2021/03/11,8.7,N
