STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
serena.bravin@student.com,teacher@test.com,Art,2021/03/02,7.0,S
riccardo.pacco@student.com,teacher@test.com,Art,2021/03/02,9.6,S
andrea.panozzo@student.com,teacher@test.com,Art,2021/03/02,9.6,S
silvia.falanga@student.com,teacher@test.com,Art,2021/03/02,7.1,S
giovanna.petronio@student.com,teacher@test.com,Art,2021/03/02,4.9,S
lorenzo.bianchi@student.com,teacher@test.com,Art,2021/03/02,5.8,S
fabiana.nemesi@student.com,teacher@test.com,Art,2021/03/02,4.2,S
ludovico.bianchi@student.com,teacher@test.com,Art,2021/03/02,5.3,S
giovanna.panozzo@student.com,teacher@test.com,Art,2021/03/02,5.2,S
maurizio.dalvador@student.com,teacher@test.com,Art,2021/03/02,8.3,S
serena.bravin@student.com,teacher@test.com,Art,2021/03/19,9.1,N
riccardo.pacco@student.com,teacher@test.com,Art,2021/03/19,7.7,N
andrea.panozzo@student.com,teacher@test.com,Art,2021/03/19,9.3,N
silvia.falanga@student.com,teacher@test.com,Art,2021/03/19,5.8,N
giovanna.petronio@student.com,teacher@test.com,Art,2021/03/19,7.2,N
lorenzo.bianchi@student.com,teacher@test.com,Art,2021/03/19,7.5,N
fabiana.nemesi@student.com,teacher@test.com,Art,2021/03/19,9.9,N
ludovico.bianchi@student.com,teacher@test.com,Art,2021/03/19,8.1,N
giovanna.panozzo@student.com,teacher@test.com,Art,2021/03/19,6.5,N
maurizio.dalvador@student.com,teacher@test.com,Art,2021/03/19,6.9,N
serena.bravin@student.com,teacher@test.com,Art,2021/01/24,5.6,S
riccardo.pacco@student.com,teacher@test.com,Art,2021/01/24,5.9,S
andrea.panozzo@student.com,teacher@test.com,Art,2021/01/24,4.7,S
silvia.falanga@student.com,teacher@test.com,Art,2021/01/24,9.3,S
giovanna.petronio@student.com,teacher@test.com,Art,2021/01/24,6.2,S
lorenzo.bianchi@student.com,teacher@test.com,Art,2021/01/24,4.2,S
fabiana.nemesi@student.com,teacher@test.com,Art,2021/01/24,5.1,S
ludovico.bianchi@student.com,teacher@test.com,Art,2021/01/24,5.9,S
giovanna.panozzo@student.com,teacher@test.com,Art,2021/01/24,8.1,S
maurizio.dalvador@student.com,teacher@test.com,Art,2021/01/24,9.6,S
serena.bravin@student.com,teacher@test.com,Art,2021/01/06,6.7,N
riccardo.pacco@student.com,teacher@test.com,Art,2021/01/06,7.5,N
andrea.panozzo@student.com,teacher@test.com,Art,2021/01/06,8.4,N
silvia.falanga@student.com,teacher@test.com,Art,2021/01/06,4.9,N
giovanna.petronio@student.com,teacher@test.com,Art,2021/01/06,9.1,N
lorenzo.bianchi@student.com,teacher@test.com,Art,2021/01/06,4.2,N
fabiana.nemesi@student.com,teacher@test.com,Art,2021/01/06,9.2,N
ludovico.bianchi@student.com,teacher@test.com,Art,2021/01/06,5.0,N
giovanna.panozzo@student.com,teacher@test.com,Art,2021/01/06,4.8,N
maurizio.dalvador@student.com,teacher@test.com,Art,2021/01/06,9.0,N
