STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
maurizio.degrassi@student.com,teacher@test.com,IT,2021/06/29,8.7,S
guglielmo.peric@student.com,teacher@test.com,IT,2021/06/29,4.0,S
giulia.bianchi@student.com,teacher@test.com,IT,2021/06/29,8.1,S
massimo.ronchiato@student.com,teacher@test.com,IT,2021/06/29,6.0,S
davide.driol@student.com,teacher@test.com,IT,2021/06/29,8.6,S
michela.novelli@student.com,teacher@test.com,IT,2021/06/29,8.5,S
graziella.novelli@student.com,teacher@test.com,IT,2021/06/29,6.2,S
riccardo.vida@student.com,teacher@test.com,IT,2021/06/29,6.0,S
davide.bianchi@student.com,teacher@test.com,IT,2021/06/29,8.9,S
andrea.bianchi@student.com,teacher@test.com,IT,2021/06/29,6.2,S
maurizio.degrassi@student.com,teacher@test.com,IT,2021/03/25,8.9,N
guglielmo.peric@student.com,teacher@test.com,IT,2021/03/25,6.1,N
giulia.bianchi@student.com,teacher@test.com,IT,2021/03/25,6.5,N
massimo.ronchiato@student.com,teacher@test.com,IT,2021/03/25,8.0,N
davide.driol@student.com,teacher@test.com,IT,2021/03/25,4.6,N
michela.novelli@student.com,teacher@test.com,IT,2021/03/25,4.4,N
graziella.novelli@student.com,teacher@test.com,IT,2021/03/25,7.9,N
riccardo.vida@student.com,teacher@test.com,IT,2021/03/25,6.7,N
davide.bianchi@student.com,teacher@test.com,IT,2021/03/25,9.4,N
andrea.bianchi@student.com,teacher@test.com,IT,2021/03/25,5.6,N
maurizio.degrassi@student.com,teacher@test.com,IT,2021/06/28,4.4,S
guglielmo.peric@student.com,teacher@test.com,IT,2021/06/28,4.8,S
giulia.bianchi@student.com,teacher@test.com,IT,2021/06/28,8.5,S
massimo.ronchiato@student.com,teacher@test.com,IT,2021/06/28,6.0,S
davide.driol@student.com,teacher@test.com,IT,2021/06/28,8.3,S
michela.novelli@student.com,teacher@test.com,IT,2021/06/28,6.0,S
graziella.novelli@student.com,teacher@test.com,IT,2021/06/28,7.2,S
riccardo.vida@student.com,teacher@test.com,IT,2021/06/28,9.8,S
davide.bianchi@student.com,teacher@test.com,IT,2021/06/28,7.5,S
andrea.bianchi@student.com,teacher@test.com,IT,2021/06/28,4.9,S
maurizio.degrassi@student.com,teacher@test.com,IT,2021/03/26,9.9,N
guglielmo.peric@student.com,teacher@test.com,IT,2021/03/26,9.4,N
giulia.bianchi@student.com,teacher@test.com,IT,2021/03/26,6.8,N
massimo.ronchiato@student.com,teacher@test.com,IT,2021/03/26,7.7,N
davide.driol@student.com,teacher@test.com,IT,2021/03/26,4.6,N
michela.novelli@student.com,teacher@test.com,IT,2021/03/26,4.8,N
graziella.novelli@student.com,teacher@test.com,IT,2021/03/26,8.3,N
riccardo.vida@student.com,teacher@test.com,IT,2021/03/26,9.0,N
davide.bianchi@student.com,teacher@test.com,IT,2021/03/26,5.1,N
andrea.bianchi@student.com,teacher@test.com,IT,2021/03/26,8.2,N
