STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
elisa.bravin@student.com,teacher@test.com,Art,2021/05/03,4.5,S
daniele.falanga@student.com,teacher@test.com,Art,2021/05/03,5.2,S
giovanna.komauli@student.com,teacher@test.com,Art,2021/05/03,9.1,S
luisa.bravin@student.com,teacher@test.com,Art,2021/05/03,5.3,S
giulio.rossi@student.com,teacher@test.com,Art,2021/05/03,9.5,S
sofia.nkrtov@student.com,teacher@test.com,Art,2021/05/03,6.1,S
mario.gustin@student.com,teacher@test.com,Art,2021/05/03,4.7,S
giovanna.pacco@student.com,teacher@test.com,Art,2021/05/03,5.8,S
diego.pacco@student.com,teacher@test.com,Art,2021/05/03,5.8,S
pippo.caenazzo@student.com,teacher@test.com,Art,2021/05/03,6.6,S
elisa.bravin@student.com,teacher@test.com,Art,2020/10/30,4.5,N
daniele.falanga@student.com,teacher@test.com,Art,2020/10/30,9.7,N
giovanna.komauli@student.com,teacher@test.com,Art,2020/10/30,8.5,N
luisa.bravin@student.com,teacher@test.com,Art,2020/10/30,7.6,N
giulio.rossi@student.com,teacher@test.com,Art,2020/10/30,4.6,N
sofia.nkrtov@student.com,teacher@test.com,Art,2020/10/30,7.2,N
mario.gustin@student.com,teacher@test.com,Art,2020/10/30,7.5,N
giovanna.pacco@student.com,teacher@test.com,Art,2020/10/30,4.7,N
diego.pacco@student.com,teacher@test.com,Art,2020/10/30,9.4,N
pippo.caenazzo@student.com,teacher@test.com,Art,2020/10/30,9.0,N
elisa.bravin@student.com,teacher@test.com,Art,2021/01/07,7.9,S
daniele.falanga@student.com,teacher@test.com,Art,2021/01/07,8.3,S
giovanna.komauli@student.com,teacher@test.com,Art,2021/01/07,9.9,S
luisa.bravin@student.com,teacher@test.com,Art,2021/01/07,5.3,S
giulio.rossi@student.com,teacher@test.com,Art,2021/01/07,5.2,S
sofia.nkrtov@student.com,teacher@test.com,Art,2021/01/07,8.1,S
mario.gustin@student.com,teacher@test.com,Art,2021/01/07,5.1,S
giovanna.pacco@student.com,teacher@test.com,Art,2021/01/07,6.6,S
diego.pacco@student.com,teacher@test.com,Art,2021/01/07,8.6,S
pippo.caenazzo@student.com,teacher@test.com,Art,2021/01/07,7.2,S
elisa.bravin@student.com,teacher@test.com,Art,2021/06/19,4.4,N
daniele.falanga@student.com,teacher@test.com,Art,2021/06/19,7.8,N
giovanna.komauli@student.com,teacher@test.com,Art,2021/06/19,9.3,N
luisa.bravin@student.com,teacher@test.com,Art,2021/06/19,5.9,N
giulio.rossi@student.com,teacher@test.com,Art,2021/06/19,8.3,N
sofia.nkrtov@student.com,teacher@test.com,Art,2021/06/19,7.1,N
mario.gustin@student.com,teacher@test.com,Art,2021/06/19,10.0,N
giovanna.pacco@student.com,teacher@test.com,Art,2021/06/19,6.2,N
diego.pacco@student.com,teacher@test.com,Art,2021/06/19,9.8,N
pippo.caenazzo@student.com,teacher@test.com,Art,2021/06/19,4.1,N
