STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
guglielmo.vida@student.com,teacher@test.com,Math,2021/01/06,8.9,S
serena.novelli@student.com,teacher@test.com,Math,2021/01/06,9.9,S
sofia.petronio@student.com,teacher@test.com,Math,2021/01/06,7.7,S
pippo.tence@student.com,teacher@test.com,Math,2021/01/06,7.1,S
gino.driol@student.com,teacher@test.com,Math,2021/01/06,4.9,S
giulio.nemesi@student.com,teacher@test.com,Math,2021/01/06,7.7,S
mario.vida@student.com,teacher@test.com,Math,2021/01/06,9.3,S
fabio.driol@student.com,teacher@test.com,Math,2021/01/06,4.3,S
giovanna.novelli@student.com,teacher@test.com,Math,2021/01/06,7.7,S
silvia.verdi@student.com,teacher@test.com,Math,2021/01/06,8.8,S
guglielmo.vida@student.com,teacher@test.com,Math,2020/12/05,7.5,N
serena.novelli@student.com,teacher@test.com,Math,2020/12/05,8.9,N
sofia.petronio@student.com,teacher@test.com,Math,2020/12/05,5.6,N
pippo.tence@student.com,teacher@test.com,Math,2020/12/05,8.2,N
gino.driol@student.com,teacher@test.com,Math,2020/12/05,5.6,N
giulio.nemesi@student.com,teacher@test.com,Math,2020/12/05,4.9,N
mario.vida@student.com,teacher@test.com,Math,2020/12/05,8.0,N
fabio.driol@student.com,teacher@test.com,Math,2020/12/05,7.7,N
giovanna.novelli@student.com,teacher@test.com,Math,2020/12/05,8.3,N
silvia.verdi@student.com,teacher@test.com,Math,2020/12/05,6.9,N
guglielmo.vida@student.com,teacher@test.com,Math,2020/12/08,6.3,S
serena.novelli@student.com,teacher@test.com,Math,2020/12/08,5.6,S
sofia.petronio@student.com,teacher@test.com,Math,2020/12/08,6.5,S
pippo.tence@student.com,teacher@test.com,Math,2020/12/08,9.2,S
gino.driol@student.com,teacher@test.com,Math,2020/12/08,6.8,S
giulio.nemesi@student.com,teacher@test.com,Math,2020/12/08,7.6,S
mario.vida@student.com,teacher@test.com,Math,2020/12/08,7.6,S
fabio.driol@student.com,teacher@test.com,Math,2020/12/08,9.2,S
giovanna.novelli@student.com,teacher@test.com,Math,2020/12/08,7.5,S
silvia.verdi@student.com,teacher@test.com,Math,2020/12/08,6.8,S
guglielmo.vida@student.com,teacher@test.com,Math,2021/04/25,9.8,N
serena.novelli@student.com,teacher@test.com,Math,2021/04/25,5.9,N
sofia.petronio@student.com,teacher@test.com,Math,2021/04/25,6.1,N
pippo.tence@student.com,teacher@test.com,Math,2021/04/25,8.6,N
gino.driol@student.com,teacher@test.com,Math,2021/04/25,6.8,N
giulio.nemesi@student.com,teacher@test.com,Math,2021/04/25,5.5,N
mario.vida@student.com,teacher@test.com,Math,2021/04/25,5.4,N
fabio.driol@student.com,teacher@test.com,Math,2021/04/25,4.5,N
giovanna.novelli@student.com,teacher@test.com,Math,2021/04/25,4.4,N
silvia.verdi@student.com,teacher@test.com,Math,2021/04/25,5.3,N
