STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
guglielmo.petronio@student.com,teacher@test.com,Art,2020/11/19,4.8,S
silvia.gustin@student.com,teacher@test.com,Art,2020/11/19,9.4,S
mario.tence@student.com,teacher@test.com,Art,2020/11/19,9.5,S
lorenzo.panozzo@student.com,teacher@test.com,Art,2020/11/19,8.9,S
massimo.rossi@student.com,teacher@test.com,Art,2020/11/19,7.7,S
elisa.dieselgaypeck@student.com,teacher@test.com,Art,2020/11/19,4.7,S
massimo.rossi1@student.com,teacher@test.com,Art,2020/11/19,7.6,S
riccardo.petronio@student.com,teacher@test.com,Art,2020/11/19,7.0,S
fabio.banovaz@student.com,teacher@test.com,Art,2020/11/19,5.3,S
mario.pacco@student.com,teacher@test.com,Art,2020/11/19,6.4,S
guglielmo.petronio@student.com,teacher@test.com,Art,2021/06/20,4.7,N
silvia.gustin@student.com,teacher@test.com,Art,2021/06/20,6.2,N
mario.tence@student.com,teacher@test.com,Art,2021/06/20,8.0,N
lorenzo.panozzo@student.com,teacher@test.com,Art,2021/06/20,4.0,N
massimo.rossi@student.com,teacher@test.com,Art,2021/06/20,6.8,N
elisa.dieselgaypeck@student.com,teacher@test.com,Art,2021/06/20,7.4,N
massimo.rossi1@student.com,teacher@test.com,Art,2021/06/20,6.7,N
riccardo.petronio@student.com,teacher@test.com,Art,2021/06/20,9.7,N
fabio.banovaz@student.com,teacher@test.com,Art,2021/06/20,4.4,N
mario.pacco@student.com,teacher@test.com,Art,2021/06/20,8.2,N
guglielmo.petronio@student.com,teacher@test.com,Art,2021/03/22,6.9,S
silvia.gustin@student.com,teacher@test.com,Art,2021/03/22,7.3,S
mario.tence@student.com,teacher@test.com,Art,2021/03/22,5.0,S
lorenzo.panozzo@student.com,teacher@test.com,Art,2021/03/22,9.7,S
massimo.rossi@student.com,teacher@test.com,Art,2021/03/22,9.1,S
elisa.dieselgaypeck@student.com,teacher@test.com,Art,2021/03/22,6.6,S
massimo.rossi1@student.com,teacher@test.com,Art,2021/03/22,6.6,S
riccardo.petronio@student.com,teacher@test.com,Art,2021/03/22,7.0,S
fabio.banovaz@student.com,teacher@test.com,Art,2021/03/22,8.8,S
mario.pacco@student.com,teacher@test.com,Art,2021/03/22,4.2,S
guglielmo.petronio@student.com,teacher@test.com,Art,2020/10/23,9.3,N
silvia.gustin@student.com,teacher@test.com,Art,2020/10/23,9.7,N
mario.tence@student.com,teacher@test.com,Art,2020/10/23,4.0,N
lorenzo.panozzo@student.com,teacher@test.com,Art,2020/10/23,4.0,N
massimo.rossi@student.com,teacher@test.com,Art,2020/10/23,9.5,N
elisa.dieselgaypeck@student.com,teacher@test.com,Art,2020/10/23,7.2,N
massimo.rossi1@student.com,teacher@test.com,Art,2020/10/23,8.3,N
riccardo.petronio@student.com,teacher@test.com,Art,2020/10/23,7.6,N
fabio.banovaz@student.com,teacher@test.com,Art,2020/10/23,8.6,N
mario.pacco@student.com,teacher@test.com,Art,2020/10/23,5.2,N
