STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
guglielmo.petronio@student.com,teacher@test.com,IT,2021/03/05,5.3,S
silvia.gustin@student.com,teacher@test.com,IT,2021/03/05,9.9,S
mario.tence@student.com,teacher@test.com,IT,2021/03/05,8.6,S
lorenzo.panozzo@student.com,teacher@test.com,IT,2021/03/05,5.1,S
massimo.rossi@student.com,teacher@test.com,IT,2021/03/05,8.8,S
elisa.dieselgaypeck@student.com,teacher@test.com,IT,2021/03/05,7.1,S
massimo.rossi1@student.com,teacher@test.com,IT,2021/03/05,9.2,S
riccardo.petronio@student.com,teacher@test.com,IT,2021/03/05,8.6,S
fabio.banovaz@student.com,teacher@test.com,IT,2021/03/05,8.0,S
mario.pacco@student.com,teacher@test.com,IT,2021/03/05,5.5,S
guglielmo.petronio@student.com,teacher@test.com,IT,2021/05/31,6.2,N
silvia.gustin@student.com,teacher@test.com,IT,2021/05/31,7.3,N
mario.tence@student.com,teacher@test.com,IT,2021/05/31,8.5,N
lorenzo.panozzo@student.com,teacher@test.com,IT,2021/05/31,4.5,N
massimo.rossi@student.com,teacher@test.com,IT,2021/05/31,7.3,N
elisa.dieselgaypeck@student.com,teacher@test.com,IT,2021/05/31,7.2,N
massimo.rossi1@student.com,teacher@test.com,IT,2021/05/31,6.6,N
riccardo.petronio@student.com,teacher@test.com,IT,2021/05/31,8.1,N
fabio.banovaz@student.com,teacher@test.com,IT,2021/05/31,6.7,N
mario.pacco@student.com,teacher@test.com,IT,2021/05/31,5.0,N
guglielmo.petronio@student.com,teacher@test.com,IT,2021/05/10,4.4,S
silvia.gustin@student.com,teacher@test.com,IT,2021/05/10,4.1,S
mario.tence@student.com,teacher@test.com,IT,2021/05/10,6.3,S
lorenzo.panozzo@student.com,teacher@test.com,IT,2021/05/10,4.7,S
massimo.rossi@student.com,teacher@test.com,IT,2021/05/10,5.4,S
elisa.dieselgaypeck@student.com,teacher@test.com,IT,2021/05/10,4.3,S
massimo.rossi1@student.com,teacher@test.com,IT,2021/05/10,7.1,S
riccardo.petronio@student.com,teacher@test.com,IT,2021/05/10,9.8,S
fabio.banovaz@student.com,teacher@test.com,IT,2021/05/10,4.9,S
mario.pacco@student.com,teacher@test.com,IT,2021/05/10,6.6,S
guglielmo.petronio@student.com,teacher@test.com,IT,2020/12/15,6.6,N
silvia.gustin@student.com,teacher@test.com,IT,2020/12/15,8.3,N
mario.tence@student.com,teacher@test.com,IT,2020/12/15,6.7,N
lorenzo.panozzo@student.com,teacher@test.com,IT,2020/12/15,5.2,N
massimo.rossi@student.com,teacher@test.com,IT,2020/12/15,6.2,N
elisa.dieselgaypeck@student.com,teacher@test.com,IT,2020/12/15,7.2,N
massimo.rossi1@student.com,teacher@test.com,IT,2020/12/15,9.2,N
riccardo.petronio@student.com,teacher@test.com,IT,2020/12/15,5.3,N
fabio.banovaz@student.com,teacher@test.com,IT,2020/12/15,9.1,N
mario.pacco@student.com,teacher@test.com,IT,2020/12/15,10.0,N
