STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
andrea.gallizia@student.com,teacher@test.com,IT,2021/01/28,8.1,S
davide.caenazzo@student.com,teacher@test.com,IT,2021/01/28,8.3,S
ludovico.zuccato@student.com,teacher@test.com,IT,2021/01/28,7.5,S
pippo.panozzo@student.com,teacher@test.com,IT,2021/01/28,4.2,S
fabiana.nkrtov@student.com,teacher@test.com,IT,2021/01/28,7.3,S
guglielmo.franzoni@student.com,teacher@test.com,IT,2021/01/28,7.2,S
mario.dieselgaypeck@student.com,teacher@test.com,IT,2021/01/28,5.0,S
sofia.gallizia@student.com,teacher@test.com,IT,2021/01/28,4.9,S
guglielmo.driol@student.com,teacher@test.com,IT,2021/01/28,7.6,S
lorenzo.nemesi@student.com,teacher@test.com,IT,2021/01/28,9.4,S
andrea.gallizia@student.com,teacher@test.com,IT,2021/06/19,9.5,N
davide.caenazzo@student.com,teacher@test.com,IT,2021/06/19,4.2,N
ludovico.zuccato@student.com,teacher@test.com,IT,2021/06/19,6.3,N
pippo.panozzo@student.com,teacher@test.com,IT,2021/06/19,6.4,N
fabiana.nkrtov@student.com,teacher@test.com,IT,2021/06/19,5.7,N
guglielmo.franzoni@student.com,teacher@test.com,IT,2021/06/19,6.1,N
mario.dieselgaypeck@student.com,teacher@test.com,IT,2021/06/19,6.1,N
sofia.gallizia@student.com,teacher@test.com,IT,2021/06/19,7.6,N
guglielmo.driol@student.com,teacher@test.com,IT,2021/06/19,4.2,N
lorenzo.nemesi@student.com,teacher@test.com,IT,2021/06/19,7.9,N
andrea.gallizia@student.com,teacher@test.com,IT,2020/12/30,4.6,S
davide.caenazzo@student.com,teacher@test.com,IT,2020/12/30,8.1,S
ludovico.zuccato@student.com,teacher@test.com,IT,2020/12/30,7.9,S
pippo.panozzo@student.com,teacher@test.com,IT,2020/12/30,6.9,S
fabiana.nkrtov@student.com,teacher@test.com,IT,2020/12/30,4.8,S
guglielmo.franzoni@student.com,teacher@test.com,IT,2020/12/30,9.4,S
mario.dieselgaypeck@student.com,teacher@test.com,IT,2020/12/30,4.6,S
sofia.gallizia@student.com,teacher@test.com,IT,2020/12/30,9.8,S
guglielmo.driol@student.com,teacher@test.com,IT,2020/12/30,5.2,S
lorenzo.nemesi@student.com,teacher@test.com,IT,2020/12/30,4.3,S
andrea.gallizia@student.com,teacher@test.com,IT,2021/05/12,6.9,N
davide.caenazzo@student.com,teacher@test.com,IT,2021/05/12,9.3,N
ludovico.zuccato@student.com,teacher@test.com,IT,2021/05/12,5.6,N
pippo.panozzo@student.com,teacher@test.com,IT,2021/05/12,4.1,N
fabiana.nkrtov@student.com,teacher@test.com,IT,2021/05/12,9.4,N
guglielmo.franzoni@student.com,teacher@test.com,IT,2021/05/12,5.7,N
mario.dieselgaypeck@student.com,teacher@test.com,IT,2021/05/12,4.9,N
sofia.gallizia@student.com,teacher@test.com,IT,2021/05/12,8.4,N
guglielmo.driol@student.com,teacher@test.com,IT,2021/05/12,7.6,N
lorenzo.nemesi@student.com,teacher@test.com,IT,2021/05/12,8.2,N
