STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
massimo.driol@student.com,teacher@test.com,Math,2020/12/31,8.6,S
silvia.komauli@student.com,teacher@test.com,Math,2020/12/31,8.4,S
giulio.gallizia@student.com,teacher@test.com,Math,2020/12/31,9.5,S
lorenzo.gustin@student.com,teacher@test.com,Math,2020/12/31,7.8,S
fabio.tence@student.com,teacher@test.com,Math,2020/12/31,7.8,S
davide.petronio@student.com,teacher@test.com,Math,2020/12/31,7.7,S
guglielmo.falanga@student.com,teacher@test.com,Math,2020/12/31,8.0,S
diego.falanga@student.com,teacher@test.com,Math,2020/12/31,6.7,S
daniele.ronchiato@student.com,teacher@test.com,Math,2020/12/31,5.7,S
luca.nkrtov1@student.com,teacher@test.com,Math,2020/12/31,6.5,S
