STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
zambio.zuccato@student.com,teacher@test.com,Art,2021/06/01,8.5,S
giulia.furlan@student.com,teacher@test.com,Art,2021/06/01,9.0,S
sofia.vida@student.com,teacher@test.com,Art,2021/06/01,9.1,S
giovanna.novelli@student.com,teacher@test.com,Art,2021/06/01,6.4,S
veronica.vida@student.com,teacher@test.com,Art,2021/06/01,6.4,S
davide.peric@student.com,teacher@test.com,Art,2021/06/01,6.4,S
luisa.vida@student.com,teacher@test.com,Art,2021/06/01,6.4,S
silvia.dieselgaypeck@student.com,teacher@test.com,Art,2021/06/01,6.4,S
mario.smith@student.com,teacher@test.com,Art,2021/06/01,4.4,S
michele.smith@student.com,teacher@test.com,Art,2021/06/01,6.8,S
