STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
pippo.dieselgaypeck@student.com,teacher@test.com,Art,2021/02/10,9.6,S
gabbriello.tence@student.com,teacher@test.com,Art,2021/02/10,9.8,S
lorenzo.komauli@student.com,teacher@test.com,Art,2021/02/10,8.3,S
giulio.rossi@student.com,teacher@test.com,Art,2021/02/10,6.9,S
giulio.petronio@student.com,teacher@test.com,Art,2021/02/10,7.4,S
fabiana.gallizia@student.com,teacher@test.com,Art,2021/02/10,6.8,S
fabio.degrassi1@student.com,teacher@test.com,Art,2021/02/10,6.5,S
elisa.franzoni@student.com,teacher@test.com,Art,2021/02/10,3.7,S
graziella.peric@student.com,teacher@test.com,Art,2021/02/10,5.0,S
pippo.komauli@student.com,teacher@test.com,Art,2021/02/10,4.0,S
