STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
giulio.petronio@student.com,teacher@test.com,Math,2021/04/08,8.9,N
pippo.dieselgaypeck@student.com,teacher@test.com,Math,2021/04/08,8.3,N
graziella.peric@student.com,teacher@test.com,Math,2021/04/08,8.3,N
fabio.degrassi1@student.com,teacher@test.com,Math,2021/04/08,7.6,N
elisa.franzoni@student.com,teacher@test.com,Math,2021/04/08,7.3,N
giulio.rossi@student.com,teacher@test.com,Math,2021/04/08,7.4,N
fabiana.gallizia@student.com,teacher@test.com,Math,2021/04/08,7.6,N
pippo.komauli@student.com,teacher@test.com,Math,2021/04/08,7.3,N
lorenzo.komauli@student.com,teacher@test.com,Math,2021/04/08,5.5,N
gabbriello.tence@student.com,teacher@test.com,Math,2021/04/08,4.6,N
