STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
pippo.dieselgaypeck@student.com,teacher@test.com,Art,2021/04/02,9.1,N
gabbriello.tence@student.com,teacher@test.com,Art,2021/04/02,9.5,N
lorenzo.komauli@student.com,teacher@test.com,Art,2021/04/02,9.2,N
giulio.rossi@student.com,teacher@test.com,Art,2021/04/02,7.4,N
giulio.petronio@student.com,teacher@test.com,Art,2021/04/02,6.8,N
fabiana.gallizia@student.com,teacher@test.com,Art,2021/04/02,6.3,N
fabio.degrassi1@student.com,teacher@test.com,Art,2021/04/02,6.0,N
elisa.franzoni@student.com,teacher@test.com,Art,2021/04/02,6.8,N
graziella.peric@student.com,teacher@test.com,Art,2021/04/02,4.7,N
pippo.komauli@student.com,teacher@test.com,Art,2021/04/02,4.8,N
