STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
ludovico.driol@student.com,teacher@test.com,Art,2021/03/25,8.2,S
andrea.furlan@student.com,teacher@test.com,Art,2021/03/25,8.2,S
riccardo.dalvador@student.com,teacher@test.com,Art,2021/03/25,8.2,S
davide.baruzza@student.com,teacher@test.com,Art,2021/03/25,6.7,S
maurizio.dalvador@student.com,teacher@test.com,Art,2021/03/25,7.1,S
andrea.peric@student.com,teacher@test.com,Art,2021/03/25,7.1,S
diego.vida@student.com,teacher@test.com,Art,2021/03/25,6.9,S
maurizio.nkrtov1@student.com,teacher@test.com,Art,2021/03/25,5.6,S
michela.furlan@student.com,teacher@test.com,Art,2021/03/25,6.1,S
sofia.dissegna@student.com,teacher@test.com,Art,2021/03/25,6.5,S
