STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
massimo.driol@student.com,teacher@test.com,Math,2020/10/26,9.7,N
silvia.komauli@student.com,teacher@test.com,Math,2020/10/26,9.8,N
giulio.gallizia@student.com,teacher@test.com,Math,2020/10/26,8.7,N
lorenzo.gustin@student.com,teacher@test.com,Math,2020/10/26,7.0,N
fabio.tence@student.com,teacher@test.com,Math,2020/10/26,7.9,N
davide.petronio@student.com,teacher@test.com,Math,2020/10/26,6.9,N
guglielmo.falanga@student.com,teacher@test.com,Math,2020/10/26,7.8,N
diego.falanga@student.com,teacher@test.com,Math,2020/10/26,8.0,N
daniele.ronchiato@student.com,teacher@test.com,Math,2020/10/26,3.9,N
luca.nkrtov1@student.com,teacher@test.com,Math,2020/10/26,4.2,N
