STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
mario.verdi@student.com,teacher@test.com,Math,2021/04/08,8.6,N
davide.nkrtov@student.com,teacher@test.com,Math,2021/04/08,9.7,N
davide.gallizia@student.com,teacher@test.com,Math,2021/04/08,8.6,N
giulia.verdi@student.com,teacher@test.com,Math,2021/04/08,7.9,N
silvia.pacco@student.com,teacher@test.com,Math,2021/04/08,7.0,N
gabbriello.nkrtov@student.com,teacher@test.com,Math,2021/04/08,7.4,N
luca.novelli@student.com,teacher@test.com,Math,2021/04/08,6.2,N
silvia.smith@student.com,teacher@test.com,Math,2021/04/08,6.2,N
fabio.baruzza@student.com,teacher@test.com,Math,2021/04/08,5.9,N
davide.dieselgaypeck@student.com,teacher@test.com,Math,2021/04/08,4.7,N
