STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
mario.verdi@student.com,teacher@test.com,Math,2021/03/01,9.3,S
davide.nkrtov@student.com,teacher@test.com,Math,2021/03/01,8.1,S
davide.gallizia@student.com,teacher@test.com,Math,2021/03/01,9.5,S
giulia.verdi@student.com,teacher@test.com,Math,2021/03/01,6.5,S
silvia.pacco@student.com,teacher@test.com,Math,2021/03/01,7.1,S
gabbriello.nkrtov@student.com,teacher@test.com,Math,2021/03/01,7.9,S
luca.novelli@student.com,teacher@test.com,Math,2021/03/01,6.8,S
silvia.smith@student.com,teacher@test.com,Math,2021/03/01,8.0,S
fabio.baruzza@student.com,teacher@test.com,Math,2021/03/01,3.7,S
davide.dieselgaypeck@student.com,teacher@test.com,Math,2021/03/01,6.6,S
