STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
elisa.bianchi@student.com,teacher@test.com,Math,2020/12/23,9.4,S
maurizio.nkrtov@student.com,teacher@test.com,Math,2020/12/23,8.4,S
fabiana.franzoni@student.com,teacher@test.com,Math,2020/12/23,9.2,S
lorenzo.dissegna@student.com,teacher@test.com,Math,2020/12/23,7.0,S
zambio.bravin@student.com,teacher@test.com,Math,2020/12/23,7.5,S
gabbriello.nkrtov1@student.com,teacher@test.com,Math,2020/12/23,7.7,S
michela.petronio@student.com,teacher@test.com,Math,2020/12/23,6.7,S
andrea.komauli@student.com,teacher@test.com,Math,2020/12/23,7.1,S
guglielmo.gustin@student.com,teacher@test.com,Math,2020/12/23,3.8,S
luca.nkrtov@student.com,teacher@test.com,Math,2020/12/23,5.0,S
