STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
daniele.verdi@student.com,teacher@test.com,Art,2021/02/10,8.5,S
michela.novelli@student.com,teacher@test.com,Art,2021/02/10,8.6,S
veronica.peric@student.com,teacher@test.com,Art,2021/02/10,9.2,S
guglielmo.bravin@student.com,teacher@test.com,Art,2021/02/10,6.7,S
luca.dieselgaypeck@student.com,teacher@test.com,Art,2021/02/10,6.9,S
fabio.bianchi@student.com,teacher@test.com,Art,2021/02/10,6.2,S
luisa.peric@student.com,teacher@test.com,Art,2021/02/10,7.1,S
gino.novelli@student.com,teacher@test.com,Art,2021/02/10,5.7,S
zambio.nkrtov@student.com,teacher@test.com,Art,2021/02/10,4.6,S
elisa.vida@student.com,teacher@test.com,Art,2021/02/10,5.3,S
