STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
zambio.zuccato@student.com,teacher@test.com,Art,2020/11/17,8.9,N
giulia.furlan@student.com,teacher@test.com,Art,2020/11/17,9.2,N
sofia.vida@student.com,teacher@test.com,Art,2020/11/17,8.5,N
giovanna.novelli@student.com,teacher@test.com,Art,2020/11/17,6.4,N
veronica.vida@student.com,teacher@test.com,Art,2020/11/17,6.5,N
davide.peric@student.com,teacher@test.com,Art,2020/11/17,7.8,N
luisa.vida@student.com,teacher@test.com,Art,2020/11/17,7.2,N
silvia.dieselgaypeck@student.com,teacher@test.com,Art,2020/11/17,7.0,N
mario.smith@student.com,teacher@test.com,Art,2020/11/17,6.5,N
michele.smith@student.com,teacher@test.com,Art,2020/11/17,4.0,N
