STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
davide.petronio@student.com,teacher@test.com,IT,2020/12/18,8.6,N
guglielmo.falanga@student.com,teacher@test.com,IT,2020/12/18,9.8,N
silvia.komauli@student.com,teacher@test.com,IT,2020/12/18,7.0,N
daniele.ronchiato@student.com,teacher@test.com,IT,2020/12/18,6.6,N
giulio.gallizia@student.com,teacher@test.com,IT,2020/12/18,6.1,N
lorenzo.gustin@student.com,teacher@test.com,IT,2020/12/18,7.9,N
massimo.driol@student.com,teacher@test.com,IT,2020/12/18,6.8,N
fabio.tence@student.com,teacher@test.com,IT,2020/12/18,5.4,N
luca.nkrtov1@student.com,teacher@test.com,IT,2020/12/18,6.3,N
diego.falanga@student.com,teacher@test.com,IT,2020/12/18,5.6,N
