STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
pippo.dieselgaypeck@student.com,teacher@test.com,Art,2021/06/08,9.3,S
gabbriello.tence@student.com,teacher@test.com,Art,2021/06/08,9.5,S
lorenzo.komauli@student.com,teacher@test.com,Art,2021/06/08,8.1,S
giulio.rossi@student.com,teacher@test.com,Art,2021/06/08,6.6,S
giulio.petronio@student.com,teacher@test.com,Art,2021/06/08,7.7,S
fabiana.gallizia@student.com,teacher@test.com,Art,2021/06/08,7.2,S
fabio.degrassi1@student.com,teacher@test.com,Art,2021/06/08,6.5,S
elisa.franzoni@student.com,teacher@test.com,Art,2021/06/08,6.6,S
graziella.peric@student.com,teacher@test.com,Art,2021/06/08,6.9,S
pippo.komauli@student.com,teacher@test.com,Art,2021/06/08,5.4,S
