STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
gabbriello.cesari@student.com,teacher@test.com,IT,2021/03/24,9.4,N
fabio.degrassi@student.com,teacher@test.com,IT,2021/03/24,9.7,N
gino.baruzza@student.com,teacher@test.com,IT,2021/03/24,6.4,N
serena.panozzo@student.com,teacher@test.com,IT,2021/03/24,6.3,N
fabio.nkrtov@student.com,teacher@test.com,IT,2021/03/24,7.5,N
daniele.petronio@student.com,teacher@test.com,IT,2021/03/24,7.6,N
maurizio.falanga@student.com,teacher@test.com,IT,2021/03/24,4.9,N
mario.pacco@student.com,teacher@test.com,IT,2021/03/24,6.7,N
fabio.rossi@student.com,teacher@test.com,IT,2021/03/24,3.6,N
elisa.gallizia@student.com,teacher@test.com,IT,2021/03/24,6.7,N
