STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
maurizio.peric@student.com,teacher@test.com,Art,2021/06/18,9.8,N
mario.zuccato@student.com,teacher@test.com,Art,2021/06/18,8.4,N
davide.pacco@student.com,teacher@test.com,Art,2021/06/18,8.8,N
silvia.gustin@student.com,teacher@test.com,Art,2021/06/18,6.1,N
ludovico.smith@student.com,teacher@test.com,Art,2021/06/18,6.0,N
veronica.novelli@student.com,teacher@test.com,Art,2021/06/18,6.8,N
elisa.novelli@student.com,teacher@test.com,Art,2021/06/18,7.4,N
veronica.baruzza@student.com,teacher@test.com,Art,2021/06/18,4.6,N
mario.caenazzo@student.com,teacher@test.com,Art,2021/06/18,6.8,N
mario.bravin@student.com,teacher@test.com,Art,2021/06/18,5.5,N
