STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
maurizio.nkrtov@student.com,teacher@test.com,Art,2020/12/25,9.3,S
luca.nkrtov@student.com,teacher@test.com,Art,2020/12/25,9.3,S
guglielmo.gustin@student.com,teacher@test.com,Art,2020/12/25,9.4,S
gabbriello.nkrtov1@student.com,teacher@test.com,Art,2020/12/25,7.9,S
elisa.bianchi@student.com,teacher@test.com,Art,2020/12/25,6.9,S
michela.petronio@student.com,teacher@test.com,Art,2020/12/25,7.4,S
lorenzo.dissegna@student.com,teacher@test.com,Art,2020/12/25,6.7,S
zambio.bravin@student.com,teacher@test.com,Art,2020/12/25,3.6,S
fabiana.franzoni@student.com,teacher@test.com,Art,2020/12/25,6.6,S
andrea.komauli@student.com,teacher@test.com,Art,2020/12/25,3.7,S
