STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
giulio.rossi@student.com,teacher@test.com,IT,2021/04/20,8.3,S
fabiana.gallizia@student.com,teacher@test.com,IT,2021/04/20,8.8,S
pippo.dieselgaypeck@student.com,teacher@test.com,IT,2021/04/20,6.5,S
lorenzo.komauli@student.com,teacher@test.com,IT,2021/04/20,6.8,S
graziella.peric@student.com,teacher@test.com,IT,2021/04/20,7.2,S
fabio.degrassi1@student.com,teacher@test.com,IT,2021/04/20,7.3,S
giulio.petronio@student.com,teacher@test.com,IT,2021/04/20,4.6,S
elisa.franzoni@student.com,teacher@test.com,IT,2021/04/20,5.9,S
gabbriello.tence@student.com,teacher@test.com,IT,2021/04/20,3.9,S
pippo.komauli@student.com,teacher@test.com,IT,2021/04/20,5.6,S
