STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
maurizio.falanga@student.com,teacher@test.com,Math,2021/04/14,8.3,N
gino.baruzza@student.com,teacher@test.com,Math,2021/04/14,9.3,N
fabio.nkrtov@student.com,teacher@test.com,Math,2021/04/14,8.1,N
daniele.petronio@student.com,teacher@test.com,Math,2021/04/14,6.5,N
mario.pacco@student.com,teacher@test.com,Math,2021/04/14,7.7,N
gabbriello.cesari@student.com,teacher@test.com,Math,2021/04/14,7.1,N
fabio.degrassi@student.com,teacher@test.com,Math,2021/04/14,7.8,N
elisa.gallizia@student.com,teacher@test.com,Math,2021/04/14,6.3,N
serena.panozzo@student.com,teacher@test.com,Math,2021/04/14,4.9,N
fabio.rossi@student.com,teacher@test.com,Math,2021/04/14,5.4,N
