STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
maurizio.nkrtov@student.com,teacher@test.com,Art,2020/11/18,8.3,N
luca.nkrtov@student.com,teacher@test.com,Art,2020/11/18,8.1,N
guglielmo.gustin@student.com,teacher@test.com,Art,2020/11/18,9.5,N
gabbriello.nkrtov1@student.com,teacher@test.com,Art,2020/11/18,6.4,N
elisa.bianchi@student.com,teacher@test.com,Art,2020/11/18,7.4,N
michela.petronio@student.com,teacher@test.com,Art,2020/11/18,6.8,N
lorenzo.dissegna@student.com,teacher@test.com,Art,2020/11/18,7.5,N
zambio.bravin@student.com,teacher@test.com,Art,2020/11/18,3.6,N
fabiana.franzoni@student.com,teacher@test.com,Art,2020/11/18,3.9,N
andrea.komauli@student.com,teacher@test.com,Art,2020/11/18,4.5,N
