STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
gabbriello.nkrtov1@student.com,teacher@test.com,IT,2020/12/11,9.7,N
michela.petronio@student.com,teacher@test.com,IT,2020/12/11,8.3,N
maurizio.nkrtov@student.com,teacher@test.com,IT,2020/12/11,7.2,N
guglielmo.gustin@student.com,teacher@test.com,IT,2020/12/11,7.3,N
fabiana.franzoni@student.com,teacher@test.com,IT,2020/12/11,6.4,N
lorenzo.dissegna@student.com,teacher@test.com,IT,2020/12/11,7.4,N
elisa.bianchi@student.com,teacher@test.com,IT,2020/12/11,5.6,N
zambio.bravin@student.com,teacher@test.com,IT,2020/12/11,3.6,N
luca.nkrtov@student.com,teacher@test.com,IT,2020/12/11,6.8,N
andrea.komauli@student.com,teacher@test.com,IT,2020/12/11,6.2,N
