STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
gabbriello.nkrtov@student.com,teacher@test.com,IT,2021/02/21,9.7,N
luca.novelli@student.com,teacher@test.com,IT,2021/02/21,8.6,N
davide.nkrtov@student.com,teacher@test.com,IT,2021/02/21,6.8,N
fabio.baruzza@student.com,teacher@test.com,IT,2021/02/21,7.7,N
davide.gallizia@student.com,teacher@test.com,IT,2021/02/21,6.8,N
giulia.verdi@student.com,teacher@test.com,IT,2021/02/21,6.8,N
mario.verdi@student.com,teacher@test.com,IT,2021/02/21,5.6,N
silvia.pacco@student.com,teacher@test.com,IT,2021/02/21,6.0,N
davide.dieselgaypeck@student.com,teacher@test.com,IT,2021/02/21,4.2,N
silvia.smith@student.com,teacher@test.com,IT,2021/02/21,5.5,N
