STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
pippo.dieselgaypeck@student.com,teacher@test.com,Art,2020/11/13,8.8,N
gabbriello.tence@student.com,teacher@test.com,Art,2020/11/13,9.1,N
lorenzo.komauli@student.com,teacher@test.com,Art,2020/11/13,8.0,N
giulio.rossi@student.com,teacher@test.com,Art,2020/11/13,7.0,N
giulio.petronio@student.com,teacher@test.com,Art,2020/11/13,7.2,N
fabiana.gallizia@student.com,teacher@test.com,Art,2020/11/13,6.4,N
fabio.degrassi1@student.com,teacher@test.com,Art,2020/11/13,7.4,N
elisa.franzoni@student.com,teacher@test.com,Art,2020/11/13,6.4,N
graziella.peric@student.com,teacher@test.com,Art,2020/11/13,3.8,N
pippo.komauli@student.com,teacher@test.com,Art,2020/11/13,6.4,N
