STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
massimo.driol@student.com,teacher@test.com,Math,2021/01/13,8.6,S
silvia.komauli@student.com,teacher@test.com,Math,2021/01/13,9.9,S
giulio.gallizia@student.com,teacher@test.com,Math,2021/01/13,9.6,S
lorenzo.gustin@student.com,teacher@test.com,Math,2021/01/13,7.4,S
fabio.tence@student.com,teacher@test.com,Math,2021/01/13,6.9,S
davide.petronio@student.com,teacher@test.com,Math,2021/01/13,6.1,S
guglielmo.falanga@student.com,teacher@test.com,Math,2021/01/13,7.1,S
diego.falanga@student.com,teacher@test.com,Math,2021/01/13,6.9,S
daniele.ronchiato@student.com,teacher@test.com,Math,2021/01/13,4.8,S
luca.nkrtov1@student.com,teacher@test.com,Math,2021/01/13,6.1,S
