STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
elisa.bianchi@student.com,teacher@test.com,Math,2021/05/22,9.3,N
maurizio.nkrtov@student.com,teacher@test.com,Math,2021/05/22,8.0,N
fabiana.franzoni@student.com,teacher@test.com,Math,2021/05/22,9.7,N
lorenzo.dissegna@student.com,teacher@test.com,Math,2021/05/22,7.5,N
zambio.bravin@student.com,teacher@test.com,Math,2021/05/22,6.4,N
gabbriello.nkrtov1@student.com,teacher@test.com,Math,2021/05/22,7.7,N
michela.petronio@student.com,teacher@test.com,Math,2021/05/22,6.9,N
andrea.komauli@student.com,teacher@test.com,Math,2021/05/22,7.7,N
guglielmo.gustin@student.com,teacher@test.com,Math,2021/05/22,4.8,N
luca.nkrtov@student.com,teacher@test.com,Math,2021/05/22,6.8,N
