STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
elisa.bianchi@student.com,teacher@test.com,Math,2021/04/22,9.4,N
maurizio.nkrtov@student.com,teacher@test.com,Math,2021/04/22,9.2,N
fabiana.franzoni@student.com,teacher@test.com,Math,2021/04/22,9.0,N
lorenzo.dissegna@student.com,teacher@test.com,Math,2021/04/22,8.0,N
zambio.bravin@student.com,teacher@test.com,Math,2021/04/22,8.0,N
gabbriello.nkrtov1@student.com,teacher@test.com,Math,2021/04/22,7.2,N
michela.petronio@student.com,teacher@test.com,Math,2021/04/22,8.0,N
andrea.komauli@student.com,teacher@test.com,Math,2021/04/22,6.6,N
guglielmo.gustin@student.com,teacher@test.com,Math,2021/04/22,5.3,N
luca.nkrtov@student.com,teacher@test.com,Math,2021/04/22,4.6,N
