STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
daniele.verdi@student.com,teacher@test.com,Art,2020/12/07,9.0,N
michela.novelli@student.com,teacher@test.com,Art,2020/12/07,9.6,N
veronica.peric@student.com,teacher@test.com,Art,2020/12/07,8.2,N
guglielmo.bravin@student.com,teacher@test.com,Art,2020/12/07,6.8,N
luca.dieselgaypeck@student.com,teacher@test.com,Art,2020/12/07,7.3,N
fabio.bianchi@student.com,teacher@test.com,Art,2020/12/07,7.8,N
luisa.peric@student.com,teacher@test.com,Art,2020/12/07,6.7,N
gino.novelli@student.com,teacher@test.com,Art,2020/12/07,3.9,N
zambio.nkrtov@student.com,teacher@test.com,Art,2020/12/07,5.2,N
elisa.vida@student.com,teacher@test.com,Art,2020/12/07,6.4,N
