STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
maurizio.peric@student.com,teacher@test.com,Art,2021/03/14,8.5,S
mario.zuccato@student.com,teacher@test.com,Art,2021/03/14,8.3,S
davide.pacco@student.com,teacher@test.com,Art,2021/03/14,8.7,S
silvia.gustin@student.com,teacher@test.com,Art,2021/03/14,7.0,S
ludovico.smith@student.com,teacher@test.com,Art,2021/03/14,7.1,S
veronica.novelli@student.com,teacher@test.com,Art,2021/03/14,6.2,S
elisa.novelli@student.com,teacher@test.com,Art,2021/03/14,6.7,S
veronica.baruzza@student.com,teacher@test.com,Art,2021/03/14,3.9,S
mario.caenazzo@student.com,teacher@test.com,Art,2021/03/14,6.9,S
mario.bravin@student.com,teacher@test.com,Art,2021/03/14,6.3,S
