STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
maurizio.nkrtov@student.com,teacher@test.com,Art,2020/10/19,8.4,S
luca.nkrtov@student.com,teacher@test.com,Art,2020/10/19,8.7,S
guglielmo.gustin@student.com,teacher@test.com,Art,2020/10/19,9.5,S
gabbriello.nkrtov1@student.com,teacher@test.com,Art,2020/10/19,7.9,S
elisa.bianchi@student.com,teacher@test.com,Art,2020/10/19,7.8,S
michela.petronio@student.com,teacher@test.com,Art,2020/10/19,7.5,S
lorenzo.dissegna@student.com,teacher@test.com,Art,2020/10/19,7.7,S
zambio.bravin@student.com,teacher@test.com,Art,2020/10/19,6.4,S
fabiana.franzoni@student.com,teacher@test.com,Art,2020/10/19,5.2,S
andrea.komauli@student.com,teacher@test.com,Art,2020/10/19,6.3,S
