STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
ludovico.driol@student.com,teacher@test.com,Art,2021/04/04,10.0,N
andrea.furlan@student.com,teacher@test.com,Art,2021/04/04,9.4,N
riccardo.dalvador@student.com,teacher@test.com,Art,2021/04/04,8.0,N
davide.baruzza@student.com,teacher@test.com,Art,2021/04/04,7.9,N
maurizio.dalvador@student.com,teacher@test.com,Art,2021/04/04,6.8,N
andrea.peric@student.com,teacher@test.com,Art,2021/04/04,6.7,N
diego.vida@student.com,teacher@test.com,Art,2021/04/04,7.9,N
maurizio.nkrtov1@student.com,teacher@test.com,Art,2021/04/04,5.6,N
michela.furlan@student.com,teacher@test.com,Art,2021/04/04,4.6,N
sofia.dissegna@student.com,teacher@test.com,Art,2021/04/04,6.1,N
