STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
maurizio.dalvador@student.com,teacher@test.com,Math,2020/10/07,8.5,S
ludovico.driol@student.com,teacher@test.com,Math,2020/10/07,8.1,S
michela.furlan@student.com,teacher@test.com,Math,2020/10/07,9.8,S
diego.vida@student.com,teacher@test.com,Math,2020/10/07,6.9,S
maurizio.nkrtov1@student.com,teacher@test.com,Math,2020/10/07,7.0,S
davide.baruzza@student.com,teacher@test.com,Math,2020/10/07,6.3,S
andrea.peric@student.com,teacher@test.com,Math,2020/10/07,7.7,S
sofia.dissegna@student.com,teacher@test.com,Math,2020/10/07,6.9,S
riccardo.dalvador@student.com,teacher@test.com,Math,2020/10/07,4.4,S
andrea.furlan@student.com,teacher@test.com,Math,2020/10/07,6.1,S
maurizio.dalvador@student.com,teacher@test.com,Math,2021/06/18,9.3,N
ludovico.driol@student.com,teacher@test.com,Math,2021/06/18,9.5,N
michela.furlan@student.com,teacher@test.com,Math,2021/06/18,8.2,N
diego.vida@student.com,teacher@test.com,Math,2021/06/18,6.1,N
maurizio.nkrtov1@student.com,teacher@test.com,Math,2021/06/18,6.5,N
davide.baruzza@student.com,teacher@test.com,Math,2021/06/18,6.1,N
andrea.peric@student.com,teacher@test.com,Math,2021/06/18,7.9,N
sofia.dissegna@student.com,teacher@test.com,Math,2021/06/18,7.5,N
riccardo.dalvador@student.com,teacher@test.com,Math,2021/06/18,4.1,N
andrea.furlan@student.com,teacher@test.com,Math,2021/06/18,4.5,N
maurizio.dalvador@student.com,teacher@test.com,Math,2020/11/26,8.7,S
ludovico.driol@student.com,teacher@test.com,Math,2020/11/26,8.2,S
michela.furlan@student.com,teacher@test.com,Math,2020/11/26,8.6,S
diego.vida@student.com,teacher@test.com,Math,2020/11/26,6.0,S
maurizio.nkrtov1@student.com,teacher@test.com,Math,2020/11/26,7.1,S
davide.baruzza@student.com,teacher@test.com,Math,2020/11/26,6.6,S
andrea.peric@student.com,teacher@test.com,Math,2020/11/26,6.0,S
sofia.dissegna@student.com,teacher@test.com,Math,2020/11/26,8.0,S
riccardo.dalvador@student.com,teacher@test.com,Math,2020/11/26,5.1,S
andrea.furlan@student.com,teacher@test.com,Math,2020/11/26,6.7,S
maurizio.dalvador@student.com,teacher@test.com,Math,2021/01/26,9.1,N
ludovico.driol@student.com,teacher@test.com,Math,2021/01/26,8.9,N
michela.furlan@student.com,teacher@test.com,Math,2021/01/26,8.9,N
diego.vida@student.com,teacher@test.com,Math,2021/01/26,6.3,N
maurizio.nkrtov1@student.com,teacher@test.com,Math,2021/01/26,7.2,N
davide.baruzza@student.com,teacher@test.com,Math,2021/01/26,6.2,N
andrea.peric@student.com,teacher@test.com,Math,2021/01/26,7.9,N
sofia.dissegna@student.com,teacher@test.com,Math,2021/01/26,7.4,N
riccardo.dalvador@student.com,teacher@test.com,Math,2021/01/26,4.7,N
andrea.furlan@student.com,teacher@test.com,Math,2021/01/26,6.0,N
maurizio.dalvador@student.com,teacher@test.com,Math,2020/10/26,9.2,S
ludovico.driol@student.com,teacher@test.com,Math,2020/10/26,9.1,S
michela.furlan@student.com,teacher@test.com,Math,2020/10/26,8.2,S
diego.vida@student.com,teacher@test.com,Math,2020/10/26,7.6,S
maurizio.nkrtov1@student.com,teacher@test.com,Math,2020/10/26,6.5,S
davide.baruzza@student.com,teacher@test.com,Math,2020/10/26,6.2,S
andrea.peric@student.com,teacher@test.com,Math,2020/10/26,7.3,S
sofia.dissegna@student.com,teacher@test.com,Math,2020/10/26,7.4,S
riccardo.dalvador@student.com,teacher@test.com,Math,2020/10/26,6.9,S
andrea.furlan@student.com,teacher@test.com,Math,2020/10/26,4.3,S
maurizio.dalvador@student.com,teacher@test.com,Math,2021/02/04,8.8,N
ludovico.driol@student.com,teacher@test.com,Math,2021/02/04,8.1,N
michela.furlan@student.com,teacher@test.com,Math,2021/02/04,9.7,N
diego.vida@student.com,teacher@test.com,Math,2021/02/04,6.5,N
maurizio.nkrtov1@student.com,teacher@test.com,Math,2021/02/04,6.2,N
davide.baruzza@student.com,teacher@test.com,Math,2021/02/04,7.0,N
andrea.peric@student.com,teacher@test.com,Math,2021/02/04,6.1,N
sofia.dissegna@student.com,teacher@test.com,Math,2021/02/04,7.9,N
riccardo.dalvador@student.com,teacher@test.com,Math,2021/02/04,4.8,N
andrea.furlan@student.com,teacher@test.com,Math,2021/02/04,6.5,N
maurizio.dalvador@student.com,teacher@test.com,Math,2021/03/04,10.0,S
ludovico.driol@student.com,teacher@test.com,Math,2021/03/04,9.1,S
michela.furlan@student.com,teacher@test.com,Math,2021/03/04,9.7,S
diego.vida@student.com,teacher@test.com,Math,2021/03/04,7.7,S
maurizio.nkrtov1@student.com,teacher@test.com,Math,2021/03/04,6.5,S
davide.baruzza@student.com,teacher@test.com,Math,2021/03/04,6.7,S
andrea.peric@student.com,teacher@test.com,Math,2021/03/04,6.1,S
sofia.dissegna@student.com,teacher@test.com,Math,2021/03/04,7.2,S
riccardo.dalvador@student.com,teacher@test.com,Math,2021/03/04,3.9,S
andrea.furlan@student.com,teacher@test.com,Math,2021/03/04,5.6,S
maurizio.dalvador@student.com,teacher@test.com,Math,2020/11/20,8.8,N
ludovico.driol@student.com,teacher@test.com,Math,2020/11/20,8.9,N
michela.furlan@student.com,teacher@test.com,Math,2020/11/20,9.5,N
diego.vida@student.com,teacher@test.com,Math,2020/11/20,7.1,N
maurizio.nkrtov1@student.com,teacher@test.com,Math,2020/11/20,6.8,N
davide.baruzza@student.com,teacher@test.com,Math,2020/11/20,6.2,N
andrea.peric@student.com,teacher@test.com,Math,2020/11/20,6.7,N
sofia.dissegna@student.com,teacher@test.com,Math,2020/11/20,7.3,N
riccardo.dalvador@student.com,teacher@test.com,Math,2020/11/20,6.7,N
andrea.furlan@student.com,teacher@test.com,Math,2020/11/20,4.2,N
maurizio.dalvador@student.com,teacher@test.com,Math,2021/06/23,9.6,S
ludovico.driol@student.com,teacher@test.com,Math,2021/06/23,9.6,S
michela.furlan@student.com,teacher@test.com,Math,2021/06/23,9.7,S
diego.vida@student.com,teacher@test.com,Math,2021/06/23,8.0,S
maurizio.nkrtov1@student.com,teacher@test.com,Math,2021/06/23,7.4,S
davide.baruzza@student.com,teacher@test.com,Math,2021/06/23,6.9,S
andrea.peric@student.com,teacher@test.com,Math,2021/06/23,6.1,S
sofia.dissegna@student.com,teacher@test.com,Math,2021/06/23,7.6,S
riccardo.dalvador@student.com,teacher@test.com,Math,2021/06/23,5.8,S
andrea.furlan@student.com,teacher@test.com,Math,2021/06/23,5.0,S
maurizio.dalvador@student.com,teacher@test.com,Math,2021/03/12,9.6,N
ludovico.driol@student.com,teacher@test.com,Math,2021/03/12,8.2,N
michela.furlan@student.com,teacher@test.com,Math,2021/03/12,8.2,N
diego.vida@student.com,teacher@test.com,Math,2021/03/12,6.0,N
maurizio.nkrtov1@student.com,teacher@test.com,Math,2021/03/12,7.4,N
davide.baruzza@student.com,teacher@test.com,Math,2021/03/12,6.5,N
andrea.peric@student.com,teacher@test.com,Math,2021/03/12,7.2,N
sofia.dissegna@student.com,teacher@test.com,Math,2021/03/12,6.7,N
riccardo.dalvador@student.com,teacher@test.com,Math,2021/03/12,4.8,N
andrea.furlan@student.com,teacher@test.com,Math,2021/03/12,4.1,N
