STUDENT MAIL,TEACHER MAIL,COURSE,DATE,GRADE,WRITTEN
elisa.bianchi@student.com,teacher@test.com,Math,2021/05/09,8.7,N
maurizio.nkrtov@student.com,teacher@test.com,Math,2021/05/09,8.3,N
fabiana.franzoni@student.com,teacher@test.com,Math,2021/05/09,9.9,N
lorenzo.dissegna@student.com,teacher@test.com,Math,2021/05/09,6.4,N
zambio.bravin@student.com,teacher@test.com,Math,2021/05/09,7.1,N
gabbriello.nkrtov1@student.com,teacher@test.com,Math,2021/05/09,6.4,N
michela.petronio@student.com,teacher@test.com,Math,2021/05/09,7.4,N
andrea.komauli@student.com,teacher@test.com,Math,2021/05/09,7.1,N
guglielmo.gustin@student.com,teacher@test.com,Math,2021/05/09,5.2,N
luca.nkrtov@student.com,teacher@test.com,Math,2021/05/09,5.5,N
